service,service_call
Travel_1,"{'method': 'FindAttractions', 'parameters': {'location': 'San Francisco'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'good_for_kids': 'True', 'location': 'Paris'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Museum', 'free_entry': 'True', 'good_for_kids': 'True', 'location': 'Philadelphia'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'free_entry': 'True', 'location': 'Sacramento'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Park', 'location': 'San Diego'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Museum', 'free_entry': 'True', 'good_for_kids': 'True', 'location': 'Sydney'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Museum', 'free_entry': 'True', 'location': 'New York'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Performing Arts Venue', 'location': 'Paris'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Performing Arts Venue', 'free_entry': 'True', 'good_for_kids': 'True', 'location': 'San Francisco'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Museum', 'location': 'London'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'good_for_kids': 'True', 'location': 'San Diego'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Performing Arts Venue', 'location': 'London'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'category': 'Museum', 'free_entry': 'True', 'good_for_kids': 'True', 'location': 'Mexico City'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'free_entry': 'True', 'good_for_kids': 'True', 'location': 'New York'}}"
Travel_1,"{'method': 'FindAttractions', 'parameters': {'location': 'Los Angeles'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Martin Scorsese', 'genre': 'Biographical'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Comedy', 'starring': 'Gordon Tanner'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Romance'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Drama', 'starring': 'Taraji P. Henson'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Michael Chaves', 'genre': 'Horror'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Jonathan Levine', 'genre': 'Comedy', 'starring': ""O'Shea Jackson Jr.""}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Morton DaCosta'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Alfred Hitchcock', 'genre': 'Drama', 'starring': 'Alix Talton'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Romance', 'starring': 'Haaz Sleiman'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Comedy'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Jeff Harding'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Comedy'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Claire Denis'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Iain Softley', 'genre': 'Drama'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Gladys Holland'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Robin Bissell', 'genre': 'Drama', 'starring': 'Sam Rockwell'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Huang Lu'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Anna Boden', 'genre': 'Adventure'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Patric Knowles'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Tina Gordon'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Malik Bendjelloul'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Elaine May', 'starring': 'Rose Arrick'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Jenny Gage', 'genre': 'Romance'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Michael Chaves'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'genre': 'Romance'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Morton DaCosta', 'genre': 'Comedy'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Neil Marshall', 'genre': 'Fantasy'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Frederick Preston'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Harry Elfont', 'genre': 'Comedy', 'starring': 'Harmoni Everett'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Mike Colter'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Michael Cumpsty'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Shayn Solberg'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Tom McCarthy', 'starring': 'Jacqueline Brogan'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Harry Elfont'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'starring': 'Alan Arkin'}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {}}"
Movies_2,"{'method': 'FindMovies', 'parameters': {'director': 'Tom McCarthy', 'starring': 'Walter the Dog'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'True Grit', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Man Who Knew Too Much', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Body Double', 'subtitle_language': 'English'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Josie and the Pussycats', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'High Life', 'subtitle_language': 'Spanish'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Josie and the Pussycats', 'subtitle_language': 'English'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'How to Train Your Dragon: The Hidden World', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Dogman', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Man Who Knew Too Much', 'subtitle_language': 'Spanish'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Gloria Bell', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Body Double', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Mustang', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Man Who Knew Too Much', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Last Dragon', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Josie and the Pussycats', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Green Book', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Say Anything', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Dumbo', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Man Who Knew Too Much', 'subtitle_language': 'Spanish'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Pet Sematary', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Hackers', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Dogman', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'True Grit', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Shine a Light', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Family', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Dogman', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'A Madea Family Funeral', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Hackers', 'subtitle_language': 'Spanish'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Dogman', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'After', 'subtitle_language': 'English'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Hackers', 'subtitle_language': 'Spanish'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Green Book', 'subtitle_language': 'English'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Supa Modo', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Mikey and Nicky', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Family', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Best of Enemies', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Body Double', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Dogman', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'A Madea Family Funeral', 'subtitle_language': 'Mandarin'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'The Invisibles', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Penguin Highway', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Little', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'High Life', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Penguin Highway', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Suburban Birds', 'subtitle_language': 'None'}}"
Media_2,"{'method': 'RentMovie', 'parameters': {'movie_name': 'Viva Las Vegas', 'subtitle_language': 'Spanish'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'location': 'London', 'number_of_rooms': '2', 'place_name': 'Abercorn House', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'Vancouver', 'number_of_rooms': '1', 'place_name': 'Coast Coal Harbour Vancouver Hotel By Apa', 'stay_length': '2'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'Kuala Lumpur', 'number_of_rooms': '3', 'place_name': 'Alila Bangsar', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'Philadelphia', 'number_of_rooms': '1', 'place_name': 'Kimpton Hotel Monaco Philadelphia', 'stay_length': '7'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'location': 'Sydney', 'number_of_rooms': '3', 'place_name': 'Adina Apartment Hotel Sydney Darling Harbour', 'stay_length': '5'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'location': 'New York', 'number_of_rooms': '2', 'place_name': '11 Howard', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'location': 'London', 'number_of_rooms': '2', 'place_name': 'Assembly Hotel London', 'stay_length': '8'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'location': 'San Diego', 'number_of_rooms': '1', 'place_name': 'Bahia Resort Hotel', 'stay_length': '1'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-10', 'location': 'New York', 'number_of_rooms': '1', 'place_name': 'Bklyn House Hotel', 'stay_length': '2'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'San Francisco', 'number_of_rooms': '3', 'place_name': 'Argonaut Hotel', 'stay_length': '5'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'location': 'London', 'number_of_rooms': '1', 'place_name': 'Abercorn House', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'location': 'New York', 'number_of_rooms': '2', 'place_name': '1 Hotel Brooklyn Bridge', 'stay_length': '10'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'San Francisco', 'number_of_rooms': '1', 'place_name': 'Argonaut Hotel', 'stay_length': '5'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'location': 'Phoenix', 'number_of_rooms': '3', 'place_name': 'Arizona Grand Resort & Spa', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'location': 'London', 'number_of_rooms': '1', 'place_name': '45 Park Lane', 'stay_length': '6'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-04', 'location': 'Atlanta', 'number_of_rooms': '1', 'place_name': 'Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza', 'stay_length': '6'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'location': 'New York', 'number_of_rooms': '3', 'place_name': 'Broadway Hotel & Hostel', 'stay_length': '8'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'location': 'New York', 'number_of_rooms': '1', 'place_name': '1 Hotel Brooklyn Bridge', 'stay_length': '10'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'location': 'London', 'number_of_rooms': '3', 'place_name': 'Arriva Hotel', 'stay_length': '5'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-07', 'location': 'New York', 'number_of_rooms': '1', 'place_name': '1 Hotel Brooklyn Bridge', 'stay_length': '4'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-04', 'location': 'London', 'number_of_rooms': '1', 'place_name': 'Chelsea Bridge Apartments', 'stay_length': '8'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'location': 'London', 'number_of_rooms': '1', 'place_name': '45 Park Lane', 'stay_length': '6'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'San Francisco', 'number_of_rooms': '2', 'place_name': 'Bei Hotel San Francisco', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-10', 'location': 'Kuala Lumpur', 'number_of_rooms': '2', 'place_name': 'Arenaa Star Hotel', 'stay_length': '1'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'location': 'New York', 'number_of_rooms': '2', 'place_name': '1 Hotel Brooklyn Bridge', 'stay_length': '10'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'Paris', 'number_of_rooms': '1', 'place_name': 'Ac Hotel By Marriott Paris Porte Maillot', 'stay_length': '13'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'location': 'San Francisco', 'number_of_rooms': '1', 'place_name': 'Bei Hotel San Francisco', 'stay_length': '12'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'location': 'New York', 'number_of_rooms': '1', 'place_name': 'Central Park West Hostel', 'stay_length': '5'}}"
Hotels_4,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-04', 'location': 'San Diego', 'number_of_rooms': '3', 'place_name': 'Best Western Plus Bayside Inn', 'stay_length': '9'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'destination': 'Sacramento', 'hotel_name': 'Best Western Plus Sutter House', 'number_of_days': '3', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'New York', 'hotel_name': '11 Howard', 'number_of_days': '2', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'destination': 'Chicago', 'hotel_name': 'Acme Hotel Company Chicago', 'number_of_days': '4', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'Kuala Lumpur', 'hotel_name': 'Alila Bangsar', 'number_of_days': '1', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'destination': 'New York', 'hotel_name': '11 Howard', 'number_of_days': '1', 'number_of_rooms': '3'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'destination': 'New York', 'hotel_name': '11 Howard', 'number_of_days': '4', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'destination': 'London', 'hotel_name': 'Abercorn House', 'number_of_days': '2', 'number_of_rooms': '2'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-04', 'destination': 'London', 'hotel_name': '45 Park Lane', 'number_of_days': '3', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'destination': 'Los Angeles', 'hotel_name': 'Best Western Plus Dragon Gate Inn', 'number_of_days': '2', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'San Diego', 'hotel_name': 'Best Western Plus Bayside Inn', 'number_of_days': '2', 'number_of_rooms': '3'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'destination': 'Nairobi', 'hotel_name': 'Azure Hotel Nairobi Westlands', 'number_of_days': '3', 'number_of_rooms': '2'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'destination': 'New York', 'hotel_name': '1 Hotel Central Park', 'number_of_days': '4', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'destination': 'Paris', 'hotel_name': 'Amastan Paris', 'number_of_days': '3', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'Paris', 'hotel_name': 'Aparthotel Adagio Access Paris La Villette', 'number_of_days': '2', 'number_of_rooms': '2'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'London', 'hotel_name': '45 Park Lane', 'number_of_days': '3', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'destination': 'New York', 'hotel_name': '1 Hotel Central Park', 'number_of_days': '4', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-08', 'destination': 'Sacramento', 'hotel_name': 'Doubletree By Hilton Hotel Sacramento', 'number_of_days': '2', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'Sydney', 'hotel_name': 'Adina Serviced Apartments Sydney Martin Place (Formerly Medina)', 'number_of_days': '1', 'number_of_rooms': '3'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-03', 'destination': 'New York', 'hotel_name': '1 Hotel Brooklyn Bridge', 'number_of_days': '1', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-10', 'destination': 'Philadelphia', 'hotel_name': 'Aloft Philadelphia Downtown', 'number_of_days': '2', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-01', 'destination': 'London', 'hotel_name': 'Abercorn House', 'number_of_days': '1', 'number_of_rooms': '2'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-04', 'destination': 'Seattle', 'hotel_name': 'Best Western Plus Pioneer Square Hotel Downtown', 'number_of_days': '4', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-05', 'destination': 'London', 'hotel_name': 'Abc Hyde Park Hotel', 'number_of_days': '1', 'number_of_rooms': '3'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'destination': 'New York', 'hotel_name': '11 Howard', 'number_of_days': '3', 'number_of_rooms': '3'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-09', 'destination': 'Sydney', 'hotel_name': 'Adina Apartment Hotel Sydney Darling Harbour', 'number_of_days': '3', 'number_of_rooms': '1'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-06', 'destination': 'San Diego', 'hotel_name': 'Best Western Mission Bay', 'number_of_days': '4', 'number_of_rooms': '3'}}"
Hotels_1,"{'method': 'ReserveHotel', 'parameters': {'check_in_date': '2019-03-02', 'destination': 'London', 'hotel_name': '45 Park Lane', 'number_of_days': '1', 'number_of_rooms': '1'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'Colors'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'All On Me'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Broken Arrows'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'The Zombie Song'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Limbo', 'song_name': 'Airplane Mode'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'All On Me'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Alive'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Small Town Boy'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'Addicted'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'Airplane Mode'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Halsey', 'playback_device': 'Kitchen speaker', 'song_name': 'Colors'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'Stupid Deep'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Shatta Wale', 'playback_device': 'Kitchen speaker', 'song_name': 'Shatta Movement'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Another Day Of Sun'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Hate Me'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Carry Me'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Ben Platt', 'playback_device': 'Kitchen speaker', 'song_name': 'Ease My Mind'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Ryutaro Nakahara', 'playback_device': 'Bedroom speaker', 'song_name': 'Din Don Dan'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Out Of Love'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Hayley Kiyoko', 'playback_device': 'Bedroom speaker', 'song_name': 'Curious'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Marshmello', 'playback_device': 'TV', 'song_name': 'Blocks'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Glow'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'song_name': 'Best Shot'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Madilyn Bailey', 'playback_device': 'Kitchen speaker', 'song_name': 'Titanium'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Let It Go'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Dance Macabre'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Jason Aldean', 'playback_device': 'Kitchen speaker', 'song_name': 'Dirt Road Anthem'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Knee Deep'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Zayn Malik', 'playback_device': 'TV', 'song_name': 'Good Years'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'artist': 'Carly Rae Jepsen', 'playback_device': 'Kitchen speaker', 'song_name': 'Call Me Maybe'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Baby Sexy'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Reggae Music'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'TV', 'song_name': 'Miss Me More'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Kitchen speaker', 'song_name': 'Best Shot'}}"
Music_1,"{'method': 'PlaySong', 'parameters': {'playback_device': 'Bedroom speaker', 'song_name': 'The Weight Of The Badge'}}"
Events_1,"{'method': 'FindEvents', 'parameters': {'category': 'Sports', 'city_of_event': 'Philadelphia', 'date': '2019-03-13'}}"
Events_1,"{'method': 'FindEvents', 'parameters': {'category': 'Music', 'city_of_event': 'New York', 'date': '2019-03-09'}}"
Events_1,"{'method': 'FindEvents', 'parameters': {'category': 'Music', 'city_of_event': 'Atlanta', 'subcategory': 'Christian'}}"
